workspace_id,floor_id,zone_id,workspace_type,x,y,size,status,has_sensor,device_type
DESK_BLD01_F01_0199,BLD01_F01,BLD01_F01_ZD,DESK,79.42,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F01_0200,BLD01_F01,BLD01_F01_ZD,DESK,52.08,66.83,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0201,BLD01_F02,BLD01_F02_ZA,DESK,17.58,6.17,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0202,BLD01_F02,BLD01_F02_ZA,DESK,22.14,6.17,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0203,BLD01_F02,BLD01_F02_ZA,DESK,26.69,6.17,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0204,BLD01_F02,BLD01_F02_ZA,DESK,31.25,6.17,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0205,BLD01_F02,BLD01_F02_ZA,DESK,35.81,6.17,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0206,BLD01_F02,BLD01_F02_ZA,DESK,40.36,6.17,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0207,BLD01_F02,BLD01_F02_ZA,DESK,44.92,6.17,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0208,BLD01_F02,BLD01_F02_ZA,DESK,17.58,9.91,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0209,BLD01_F02,BLD01_F02_ZA,DESK,22.14,9.91,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0210,BLD01_F02,BLD01_F02_ZA,DESK,26.69,9.91,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0211,BLD01_F02,BLD01_F02_ZA,DESK,31.25,9.91,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0212,BLD01_F02,BLD01_F02_ZA,DESK,35.81,9.91,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0213,BLD01_F02,BLD01_F02_ZA,DESK,40.36,9.91,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0214,BLD01_F02,BLD01_F02_ZA,DESK,44.92,9.91,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0215,BLD01_F02,BLD01_F02_ZA,DESK,17.58,13.64,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0216,BLD01_F02,BLD01_F02_ZA,DESK,22.14,13.64,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0217,BLD01_F02,BLD01_F02_ZA,DESK,26.69,13.64,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0218,BLD01_F02,BLD01_F02_ZA,DESK,31.25,13.64,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0219,BLD01_F02,BLD01_F02_ZA,DESK,35.81,13.64,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0220,BLD01_F02,BLD01_F02_ZA,DESK,40.36,13.64,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0221,BLD01_F02,BLD01_F02_ZA,DESK,44.92,13.64,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0222,BLD01_F02,BLD01_F02_ZA,DESK,17.58,17.38,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0223,BLD01_F02,BLD01_F02_ZA,DESK,22.14,17.38,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0224,BLD01_F02,BLD01_F02_ZA,DESK,26.69,17.38,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0225,BLD01_F02,BLD01_F02_ZA,DESK,31.25,17.38,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0226,BLD01_F02,BLD01_F02_ZA,DESK,35.81,17.38,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0227,BLD01_F02,BLD01_F02_ZA,DESK,40.36,17.38,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0228,BLD01_F02,BLD01_F02_ZA,DESK,44.92,17.38,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0229,BLD01_F02,BLD01_F02_ZA,DESK,17.58,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0230,BLD01_F02,BLD01_F02_ZA,DESK,22.14,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0231,BLD01_F02,BLD01_F02_ZA,DESK,26.69,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0232,BLD01_F02,BLD01_F02_ZA,DESK,31.25,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0233,BLD01_F02,BLD01_F02_ZA,DESK,35.81,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0234,BLD01_F02,BLD01_F02_ZA,DESK,40.36,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0235,BLD01_F02,BLD01_F02_ZA,DESK,44.92,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0236,BLD01_F02,BLD01_F02_ZA,DESK,17.58,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0237,BLD01_F02,BLD01_F02_ZA,DESK,22.14,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0238,BLD01_F02,BLD01_F02_ZA,DESK,26.69,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0239,BLD01_F02,BLD01_F02_ZA,DESK,31.25,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0240,BLD01_F02,BLD01_F02_ZA,DESK,35.81,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0241,BLD01_F02,BLD01_F02_ZA,DESK,40.36,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0242,BLD01_F02,BLD01_F02_ZA,DESK,44.92,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0243,BLD01_F02,BLD01_F02_ZA,DESK,17.58,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0244,BLD01_F02,BLD01_F02_ZA,DESK,22.14,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0245,BLD01_F02,BLD01_F02_ZA,DESK,26.69,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0246,BLD01_F02,BLD01_F02_ZA,DESK,31.25,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0247,BLD01_F02,BLD01_F02_ZA,DESK,35.81,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0248,BLD01_F02,BLD01_F02_ZA,DESK,40.36,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0249,BLD01_F02,BLD01_F02_ZA,DESK,44.92,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0250,BLD01_F02,BLD01_F02_ZA,DESK,17.58,32.33,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0251,BLD01_F02,BLD01_F02_ZB,DESK,52.08,6.17,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0252,BLD01_F02,BLD01_F02_ZB,DESK,56.64,6.17,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0253,BLD01_F02,BLD01_F02_ZB,DESK,61.19,6.17,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0254,BLD01_F02,BLD01_F02_ZB,DESK,65.75,6.17,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0255,BLD01_F02,BLD01_F02_ZB,DESK,70.31,6.17,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0256,BLD01_F02,BLD01_F02_ZB,DESK,74.86,6.17,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0257,BLD01_F02,BLD01_F02_ZB,DESK,79.42,6.17,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0258,BLD01_F02,BLD01_F02_ZB,DESK,52.08,9.91,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0259,BLD01_F02,BLD01_F02_ZB,DESK,56.64,9.91,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0260,BLD01_F02,BLD01_F02_ZB,DESK,61.19,9.91,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0261,BLD01_F02,BLD01_F02_ZB,DESK,65.75,9.91,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0262,BLD01_F02,BLD01_F02_ZB,DESK,70.31,9.91,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0263,BLD01_F02,BLD01_F02_ZB,DESK,74.86,9.91,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0264,BLD01_F02,BLD01_F02_ZB,DESK,79.42,9.91,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0265,BLD01_F02,BLD01_F02_ZB,DESK,52.08,13.64,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0266,BLD01_F02,BLD01_F02_ZB,DESK,56.64,13.64,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0267,BLD01_F02,BLD01_F02_ZB,DESK,61.19,13.64,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0268,BLD01_F02,BLD01_F02_ZB,DESK,65.75,13.64,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0269,BLD01_F02,BLD01_F02_ZB,DESK,70.31,13.64,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0270,BLD01_F02,BLD01_F02_ZB,DESK,74.86,13.64,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0271,BLD01_F02,BLD01_F02_ZB,DESK,79.42,13.64,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0272,BLD01_F02,BLD01_F02_ZB,DESK,52.08,17.38,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0273,BLD01_F02,BLD01_F02_ZB,DESK,56.64,17.38,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0274,BLD01_F02,BLD01_F02_ZB,DESK,61.19,17.38,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0275,BLD01_F02,BLD01_F02_ZB,DESK,65.75,17.38,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0276,BLD01_F02,BLD01_F02_ZB,DESK,70.31,17.38,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0277,BLD01_F02,BLD01_F02_ZB,DESK,74.86,17.38,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0278,BLD01_F02,BLD01_F02_ZB,DESK,79.42,17.38,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0279,BLD01_F02,BLD01_F02_ZB,DESK,52.08,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0280,BLD01_F02,BLD01_F02_ZB,DESK,56.64,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0281,BLD01_F02,BLD01_F02_ZB,DESK,61.19,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0282,BLD01_F02,BLD01_F02_ZB,DESK,65.75,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0283,BLD01_F02,BLD01_F02_ZB,DESK,70.31,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0284,BLD01_F02,BLD01_F02_ZB,DESK,74.86,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0285,BLD01_F02,BLD01_F02_ZB,DESK,79.42,21.12,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0286,BLD01_F02,BLD01_F02_ZB,DESK,52.08,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0287,BLD01_F02,BLD01_F02_ZB,DESK,56.64,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0288,BLD01_F02,BLD01_F02_ZB,DESK,61.19,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0289,BLD01_F02,BLD01_F02_ZB,DESK,65.75,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0290,BLD01_F02,BLD01_F02_ZB,DESK,70.31,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0291,BLD01_F02,BLD01_F02_ZB,DESK,74.86,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0292,BLD01_F02,BLD01_F02_ZB,DESK,79.42,24.86,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0293,BLD01_F02,BLD01_F02_ZB,DESK,52.08,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0294,BLD01_F02,BLD01_F02_ZB,DESK,56.64,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0295,BLD01_F02,BLD01_F02_ZB,DESK,61.19,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0296,BLD01_F02,BLD01_F02_ZB,DESK,65.75,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0297,BLD01_F02,BLD01_F02_ZB,DESK,70.31,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0298,BLD01_F02,BLD01_F02_ZB,DESK,74.86,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0299,BLD01_F02,BLD01_F02_ZB,DESK,79.42,28.59,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0300,BLD01_F02,BLD01_F02_ZB,DESK,52.08,32.33,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0301,BLD01_F02,BLD01_F02_ZC,DESK,17.58,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0302,BLD01_F02,BLD01_F02_ZC,DESK,22.14,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0303,BLD01_F02,BLD01_F02_ZC,DESK,26.69,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0304,BLD01_F02,BLD01_F02_ZC,DESK,31.25,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0305,BLD01_F02,BLD01_F02_ZC,DESK,35.81,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0306,BLD01_F02,BLD01_F02_ZC,DESK,40.36,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0307,BLD01_F02,BLD01_F02_ZC,DESK,44.92,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0308,BLD01_F02,BLD01_F02_ZC,DESK,17.58,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0309,BLD01_F02,BLD01_F02_ZC,DESK,22.14,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0310,BLD01_F02,BLD01_F02_ZC,DESK,26.69,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0311,BLD01_F02,BLD01_F02_ZC,DESK,31.25,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0312,BLD01_F02,BLD01_F02_ZC,DESK,35.81,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0313,BLD01_F02,BLD01_F02_ZC,DESK,40.36,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0314,BLD01_F02,BLD01_F02_ZC,DESK,44.92,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0315,BLD01_F02,BLD01_F02_ZC,DESK,17.58,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0316,BLD01_F02,BLD01_F02_ZC,DESK,22.14,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0317,BLD01_F02,BLD01_F02_ZC,DESK,26.69,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0318,BLD01_F02,BLD01_F02_ZC,DESK,31.25,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0319,BLD01_F02,BLD01_F02_ZC,DESK,35.81,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0320,BLD01_F02,BLD01_F02_ZC,DESK,40.36,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0321,BLD01_F02,BLD01_F02_ZC,DESK,44.92,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0322,BLD01_F02,BLD01_F02_ZC,DESK,17.58,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0323,BLD01_F02,BLD01_F02_ZC,DESK,22.14,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0324,BLD01_F02,BLD01_F02_ZC,DESK,26.69,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0325,BLD01_F02,BLD01_F02_ZC,DESK,31.25,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0326,BLD01_F02,BLD01_F02_ZC,DESK,35.81,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0327,BLD01_F02,BLD01_F02_ZC,DESK,40.36,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0328,BLD01_F02,BLD01_F02_ZC,DESK,44.92,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0329,BLD01_F02,BLD01_F02_ZC,DESK,17.58,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0330,BLD01_F02,BLD01_F02_ZC,DESK,22.14,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0331,BLD01_F02,BLD01_F02_ZC,DESK,26.69,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0332,BLD01_F02,BLD01_F02_ZC,DESK,31.25,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0333,BLD01_F02,BLD01_F02_ZC,DESK,35.81,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0334,BLD01_F02,BLD01_F02_ZC,DESK,40.36,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0335,BLD01_F02,BLD01_F02_ZC,DESK,44.92,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0336,BLD01_F02,BLD01_F02_ZC,DESK,17.58,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0337,BLD01_F02,BLD01_F02_ZC,DESK,22.14,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0338,BLD01_F02,BLD01_F02_ZC,DESK,26.69,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0339,BLD01_F02,BLD01_F02_ZC,DESK,31.25,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0340,BLD01_F02,BLD01_F02_ZC,DESK,35.81,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0341,BLD01_F02,BLD01_F02_ZC,DESK,40.36,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0342,BLD01_F02,BLD01_F02_ZC,DESK,44.92,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0343,BLD01_F02,BLD01_F02_ZC,DESK,17.58,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0344,BLD01_F02,BLD01_F02_ZC,DESK,22.14,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0345,BLD01_F02,BLD01_F02_ZC,DESK,26.69,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0346,BLD01_F02,BLD01_F02_ZC,DESK,31.25,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0347,BLD01_F02,BLD01_F02_ZC,DESK,35.81,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0348,BLD01_F02,BLD01_F02_ZC,DESK,40.36,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0349,BLD01_F02,BLD01_F02_ZC,DESK,44.92,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0350,BLD01_F02,BLD01_F02_ZC,DESK,17.58,66.83,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0351,BLD01_F02,BLD01_F02_ZD,DESK,52.08,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0352,BLD01_F02,BLD01_F02_ZD,DESK,56.64,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0353,BLD01_F02,BLD01_F02_ZD,DESK,61.19,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0354,BLD01_F02,BLD01_F02_ZD,DESK,65.75,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0355,BLD01_F02,BLD01_F02_ZD,DESK,70.31,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0356,BLD01_F02,BLD01_F02_ZD,DESK,74.86,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0357,BLD01_F02,BLD01_F02_ZD,DESK,79.42,40.67,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0358,BLD01_F02,BLD01_F02_ZD,DESK,52.08,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0359,BLD01_F02,BLD01_F02_ZD,DESK,56.64,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0360,BLD01_F02,BLD01_F02_ZD,DESK,61.19,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0361,BLD01_F02,BLD01_F02_ZD,DESK,65.75,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0362,BLD01_F02,BLD01_F02_ZD,DESK,70.31,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0363,BLD01_F02,BLD01_F02_ZD,DESK,74.86,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0364,BLD01_F02,BLD01_F02_ZD,DESK,79.42,44.41,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0365,BLD01_F02,BLD01_F02_ZD,DESK,52.08,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0366,BLD01_F02,BLD01_F02_ZD,DESK,56.64,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0367,BLD01_F02,BLD01_F02_ZD,DESK,61.19,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0368,BLD01_F02,BLD01_F02_ZD,DESK,65.75,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0369,BLD01_F02,BLD01_F02_ZD,DESK,70.31,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0370,BLD01_F02,BLD01_F02_ZD,DESK,74.86,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0371,BLD01_F02,BLD01_F02_ZD,DESK,79.42,48.14,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0372,BLD01_F02,BLD01_F02_ZD,DESK,52.08,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0373,BLD01_F02,BLD01_F02_ZD,DESK,56.64,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0374,BLD01_F02,BLD01_F02_ZD,DESK,61.19,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0375,BLD01_F02,BLD01_F02_ZD,DESK,65.75,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0376,BLD01_F02,BLD01_F02_ZD,DESK,70.31,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0377,BLD01_F02,BLD01_F02_ZD,DESK,74.86,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0378,BLD01_F02,BLD01_F02_ZD,DESK,79.42,51.88,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0379,BLD01_F02,BLD01_F02_ZD,DESK,52.08,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0380,BLD01_F02,BLD01_F02_ZD,DESK,56.64,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0381,BLD01_F02,BLD01_F02_ZD,DESK,61.19,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0382,BLD01_F02,BLD01_F02_ZD,DESK,65.75,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0383,BLD01_F02,BLD01_F02_ZD,DESK,70.31,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0384,BLD01_F02,BLD01_F02_ZD,DESK,74.86,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0385,BLD01_F02,BLD01_F02_ZD,DESK,79.42,55.62,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0386,BLD01_F02,BLD01_F02_ZD,DESK,52.08,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0387,BLD01_F02,BLD01_F02_ZD,DESK,56.64,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0388,BLD01_F02,BLD01_F02_ZD,DESK,61.19,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0389,BLD01_F02,BLD01_F02_ZD,DESK,65.75,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0390,BLD01_F02,BLD01_F02_ZD,DESK,70.31,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0391,BLD01_F02,BLD01_F02_ZD,DESK,74.86,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0392,BLD01_F02,BLD01_F02_ZD,DESK,79.42,59.36,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0393,BLD01_F02,BLD01_F02_ZD,DESK,52.08,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0394,BLD01_F02,BLD01_F02_ZD,DESK,56.64,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0395,BLD01_F02,BLD01_F02_ZD,DESK,61.19,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0396,BLD01_F02,BLD01_F02_ZD,DESK,65.75,63.09,2.62,ACTIVE,True,DOCKING_STATION
DESK_BLD01_F02_0397,BLD01_F02,BLD01_F02_ZD,DESK,70.31,63.09,2.62,ACTIVE,True,DOCKING_STATION
