employee_id,iso_weekday,planned_mode
EMP000143,6,REMOTE
EMP000143,7,REMOTE
EMP000144,1,REMOTE
EMP000144,2,REMOTE
EMP000144,3,REMOTE
EMP000144,4,REMOTE
EMP000144,5,REMOTE
EMP000144,6,REMOTE
EMP000144,7,REMOTE
EMP000145,1,OFFICE
EMP000145,2,OFFICE
EMP000145,3,OFFICE
EMP000145,4,OFFICE
EMP000145,5,OFFICE
EMP000145,6,REMOTE
EMP000145,7,REMOTE
EMP000146,1,OFFICE
EMP000146,2,OFFICE
EMP000146,3,OFFICE
EMP000146,4,OFFICE
EMP000146,5,OFFICE
EMP000146,6,REMOTE
EMP000146,7,REMOTE
EMP000147,1,REMOTE
EMP000147,2,OFFICE
EMP000147,3,OFFICE
EMP000147,4,OFFICE
EMP000147,5,REMOTE
EMP000147,6,REMOTE
EMP000147,7,REMOTE
EMP000148,1,OFFICE
EMP000148,2,OFFICE
EMP000148,3,OFFICE
EMP000148,4,OFFICE
EMP000148,5,OFFICE
EMP000148,6,REMOTE
EMP000148,7,REMOTE
EMP000149,1,REMOTE
EMP000149,2,REMOTE
EMP000149,3,REMOTE
EMP000149,4,REMOTE
EMP000149,5,REMOTE
EMP000149,6,REMOTE
EMP000149,7,REMOTE
EMP000150,1,OFFICE
EMP000150,2,OFFICE
EMP000150,3,OFFICE
EMP000150,4,OFFICE
EMP000150,5,OFFICE
EMP000150,6,REMOTE
EMP000150,7,REMOTE
EMP000151,1,FLEX
EMP000151,2,OFFICE
EMP000151,3,OFFICE
EMP000151,4,OFFICE
EMP000151,5,REMOTE
EMP000151,6,REMOTE
EMP000151,7,REMOTE
EMP000152,1,OFFICE
EMP000152,2,OFFICE
EMP000152,3,OFFICE
EMP000152,4,OFFICE
EMP000152,5,OFFICE
EMP000152,6,REMOTE
EMP000152,7,REMOTE
EMP000153,1,REMOTE
EMP000153,2,OFFICE
EMP000153,3,OFFICE
EMP000153,4,OFFICE
EMP000153,5,REMOTE
EMP000153,6,REMOTE
EMP000153,7,REMOTE
EMP000154,1,REMOTE
EMP000154,2,OFFICE
EMP000154,3,OFFICE
EMP000154,4,OFFICE
EMP000154,5,REMOTE
EMP000154,6,REMOTE
EMP000154,7,REMOTE
EMP000155,1,REMOTE
EMP000155,2,REMOTE
EMP000155,3,REMOTE
EMP000155,4,REMOTE
EMP000155,5,REMOTE
EMP000155,6,REMOTE
EMP000155,7,REMOTE
EMP000156,1,REMOTE
EMP000156,2,OFFICE
EMP000156,3,OFFICE
EMP000156,4,OFFICE
EMP000156,5,REMOTE
EMP000156,6,REMOTE
EMP000156,7,REMOTE
EMP000157,1,REMOTE
EMP000157,2,OFFICE
EMP000157,3,OFFICE
EMP000157,4,OFFICE
EMP000157,5,FLEX
EMP000157,6,REMOTE
EMP000157,7,REMOTE
EMP000158,1,REMOTE
EMP000158,2,OFFICE
EMP000158,3,OFFICE
EMP000158,4,OFFICE
EMP000158,5,REMOTE
EMP000158,6,REMOTE
EMP000158,7,REMOTE
EMP000159,1,REMOTE
EMP000159,2,OFFICE
EMP000159,3,OFFICE
EMP000159,4,OFFICE
EMP000159,5,REMOTE
EMP000159,6,REMOTE
EMP000159,7,REMOTE
EMP000160,1,OFFICE
EMP000160,2,OFFICE
EMP000160,3,OFFICE
EMP000160,4,OFFICE
EMP000160,5,OFFICE
EMP000160,6,REMOTE
EMP000160,7,REMOTE
EMP000161,1,OFFICE
EMP000161,2,OFFICE
EMP000161,3,OFFICE
EMP000161,4,OFFICE
EMP000161,5,OFFICE
EMP000161,6,REMOTE
EMP000161,7,REMOTE
EMP000162,1,REMOTE
EMP000162,2,OFFICE
EMP000162,3,OFFICE
EMP000162,4,OFFICE
EMP000162,5,FLEX
EMP000162,6,REMOTE
EMP000162,7,REMOTE
EMP000163,1,REMOTE
EMP000163,2,REMOTE
EMP000163,3,REMOTE
EMP000163,4,REMOTE
EMP000163,5,REMOTE
EMP000163,6,REMOTE
EMP000163,7,REMOTE
EMP000164,1,OFFICE
EMP000164,2,OFFICE
EMP000164,3,OFFICE
EMP000164,4,OFFICE
EMP000164,5,OFFICE
EMP000164,6,REMOTE
EMP000164,7,REMOTE
EMP000165,1,REMOTE
EMP000165,2,OFFICE
EMP000165,3,OFFICE
EMP000165,4,OFFICE
EMP000165,5,REMOTE
EMP000165,6,REMOTE
EMP000165,7,REMOTE
EMP000166,1,OFFICE
EMP000166,2,OFFICE
EMP000166,3,OFFICE
EMP000166,4,OFFICE
EMP000166,5,OFFICE
EMP000166,6,REMOTE
EMP000166,7,REMOTE
EMP000167,1,REMOTE
EMP000167,2,REMOTE
EMP000167,3,REMOTE
EMP000167,4,REMOTE
EMP000167,5,REMOTE
EMP000167,6,REMOTE
EMP000167,7,REMOTE
EMP000168,1,OFFICE
EMP000168,2,OFFICE
EMP000168,3,OFFICE
EMP000168,4,OFFICE
EMP000168,5,OFFICE
EMP000168,6,REMOTE
EMP000168,7,REMOTE
EMP000169,1,REMOTE
EMP000169,2,OFFICE
EMP000169,3,OFFICE
EMP000169,4,OFFICE
EMP000169,5,REMOTE
EMP000169,6,REMOTE
EMP000169,7,REMOTE
EMP000170,1,OFFICE
EMP000170,2,OFFICE
EMP000170,3,OFFICE
EMP000170,4,OFFICE
EMP000170,5,OFFICE
EMP000170,6,REMOTE
EMP000170,7,REMOTE
EMP000171,1,REMOTE
EMP000171,2,REMOTE
EMP000171,3,REMOTE
EMP000171,4,REMOTE
EMP000171,5,REMOTE
EMP000171,6,REMOTE
EMP000171,7,REMOTE
EMP000172,1,REMOTE
EMP000172,2,OFFICE
EMP000172,3,OFFICE
EMP000172,4,OFFICE
EMP000172,5,REMOTE
EMP000172,6,REMOTE
EMP000172,7,REMOTE
EMP000173,1,OFFICE
EMP000173,2,OFFICE
EMP000173,3,OFFICE
EMP000173,4,OFFICE
EMP000173,5,OFFICE
EMP000173,6,REMOTE
EMP000173,7,REMOTE
EMP000174,1,REMOTE
EMP000174,2,OFFICE
EMP000174,3,OFFICE
EMP000174,4,OFFICE
EMP000174,5,REMOTE
EMP000174,6,REMOTE
EMP000174,7,REMOTE
EMP000175,1,OFFICE
EMP000175,2,OFFICE
EMP000175,3,OFFICE
EMP000175,4,OFFICE
EMP000175,5,OFFICE
EMP000175,6,REMOTE
EMP000175,7,REMOTE
EMP000176,1,REMOTE
EMP000176,2,OFFICE
EMP000176,3,OFFICE
EMP000176,4,OFFICE
EMP000176,5,REMOTE
EMP000176,6,REMOTE
EMP000176,7,REMOTE
EMP000177,1,REMOTE
EMP000177,2,OFFICE
EMP000177,3,OFFICE
EMP000177,4,OFFICE
EMP000177,5,REMOTE
EMP000177,6,REMOTE
EMP000177,7,REMOTE
EMP000178,1,OFFICE
EMP000178,2,OFFICE
EMP000178,3,OFFICE
EMP000178,4,OFFICE
EMP000178,5,OFFICE
EMP000178,6,REMOTE
EMP000178,7,REMOTE
EMP000179,1,FLEX
EMP000179,2,OFFICE
EMP000179,3,OFFICE
EMP000179,4,OFFICE
EMP000179,5,REMOTE
EMP000179,6,REMOTE
EMP000179,7,REMOTE
EMP000180,1,FLEX
EMP000180,2,OFFICE
EMP000180,3,OFFICE
EMP000180,4,OFFICE
EMP000180,5,REMOTE
EMP000180,6,REMOTE
EMP000180,7,REMOTE
EMP000181,1,REMOTE
EMP000181,2,REMOTE
EMP000181,3,REMOTE
EMP000181,4,REMOTE
EMP000181,5,REMOTE
EMP000181,6,REMOTE
EMP000181,7,REMOTE
EMP000182,1,OFFICE
EMP000182,2,OFFICE
EMP000182,3,OFFICE
EMP000182,4,OFFICE
EMP000182,5,OFFICE
EMP000182,6,REMOTE
EMP000182,7,REMOTE
EMP000183,1,OFFICE
EMP000183,2,OFFICE
EMP000183,3,OFFICE
EMP000183,4,OFFICE
EMP000183,5,OFFICE
EMP000183,6,REMOTE
EMP000183,7,REMOTE
EMP000184,1,OFFICE
EMP000184,2,OFFICE
EMP000184,3,OFFICE
EMP000184,4,OFFICE
EMP000184,5,OFFICE
EMP000184,6,REMOTE
EMP000184,7,REMOTE
EMP000185,1,REMOTE
EMP000185,2,OFFICE
EMP000185,3,OFFICE
EMP000185,4,OFFICE
EMP000185,5,REMOTE
EMP000185,6,REMOTE
EMP000185,7,REMOTE
EMP000186,1,OFFICE
EMP000186,2,OFFICE
EMP000186,3,OFFICE
EMP000186,4,OFFICE
EMP000186,5,OFFICE
EMP000186,6,REMOTE
EMP000186,7,REMOTE
EMP000187,1,OFFICE
EMP000187,2,OFFICE
EMP000187,3,OFFICE
EMP000187,4,OFFICE
EMP000187,5,OFFICE
EMP000187,6,REMOTE
EMP000187,7,REMOTE
EMP000188,1,FLEX
EMP000188,2,OFFICE
EMP000188,3,OFFICE
EMP000188,4,OFFICE
EMP000188,5,REMOTE
EMP000188,6,REMOTE
EMP000188,7,REMOTE
EMP000189,1,REMOTE
EMP000189,2,OFFICE
EMP000189,3,OFFICE
EMP000189,4,OFFICE
EMP000189,5,FLEX
EMP000189,6,REMOTE
EMP000189,7,REMOTE
EMP000190,1,REMOTE
EMP000190,2,OFFICE
EMP000190,3,OFFICE
EMP000190,4,OFFICE
EMP000190,5,REMOTE
EMP000190,6,REMOTE
EMP000190,7,REMOTE
EMP000191,1,REMOTE
EMP000191,2,REMOTE
EMP000191,3,REMOTE
EMP000191,4,REMOTE
EMP000191,5,REMOTE
EMP000191,6,REMOTE
EMP000191,7,REMOTE
EMP000192,1,OFFICE
EMP000192,2,OFFICE
EMP000192,3,OFFICE
EMP000192,4,OFFICE
EMP000192,5,OFFICE
EMP000192,6,REMOTE
EMP000192,7,REMOTE
EMP000193,1,OFFICE
EMP000193,2,OFFICE
EMP000193,3,OFFICE
EMP000193,4,OFFICE
EMP000193,5,OFFICE
EMP000193,6,REMOTE
EMP000193,7,REMOTE
EMP000194,1,REMOTE
EMP000194,2,REMOTE
EMP000194,3,REMOTE
EMP000194,4,REMOTE
EMP000194,5,REMOTE
EMP000194,6,REMOTE
EMP000194,7,REMOTE
EMP000195,1,OFFICE
EMP000195,2,OFFICE
EMP000195,3,OFFICE
EMP000195,4,OFFICE
EMP000195,5,OFFICE
EMP000195,6,REMOTE
EMP000195,7,REMOTE
EMP000196,1,REMOTE
EMP000196,2,REMOTE
EMP000196,3,REMOTE
EMP000196,4,REMOTE
EMP000196,5,REMOTE
EMP000196,6,REMOTE
EMP000196,7,REMOTE
EMP000197,1,REMOTE
EMP000197,2,REMOTE
EMP000197,3,REMOTE
EMP000197,4,REMOTE
EMP000197,5,REMOTE
EMP000197,6,REMOTE
EMP000197,7,REMOTE
EMP000198,1,OFFICE
EMP000198,2,OFFICE
EMP000198,3,OFFICE
EMP000198,4,OFFICE
EMP000198,5,OFFICE
EMP000198,6,REMOTE
EMP000198,7,REMOTE
EMP000199,1,REMOTE
EMP000199,2,OFFICE
EMP000199,3,OFFICE
EMP000199,4,OFFICE
EMP000199,5,REMOTE
EMP000199,6,REMOTE
EMP000199,7,REMOTE
EMP000200,1,REMOTE
EMP000200,2,OFFICE
EMP000200,3,OFFICE
EMP000200,4,OFFICE
EMP000200,5,REMOTE
EMP000200,6,REMOTE
EMP000200,7,REMOTE
EMP000201,1,REMOTE
EMP000201,2,OFFICE
EMP000201,3,OFFICE
EMP000201,4,OFFICE
EMP000201,5,REMOTE
EMP000201,6,REMOTE
EMP000201,7,REMOTE
EMP000202,1,FLEX
EMP000202,2,OFFICE
EMP000202,3,OFFICE
EMP000202,4,OFFICE
EMP000202,5,REMOTE
EMP000202,6,REMOTE
EMP000202,7,REMOTE
EMP000203,1,FLEX
EMP000203,2,OFFICE
EMP000203,3,OFFICE
EMP000203,4,OFFICE
EMP000203,5,REMOTE
EMP000203,6,REMOTE
EMP000203,7,REMOTE
EMP000204,1,REMOTE
EMP000204,2,OFFICE
EMP000204,3,OFFICE
EMP000204,4,OFFICE
EMP000204,5,REMOTE
EMP000204,6,REMOTE
EMP000204,7,REMOTE
EMP000205,1,OFFICE
EMP000205,2,OFFICE
EMP000205,3,OFFICE
EMP000205,4,OFFICE
EMP000205,5,OFFICE
EMP000205,6,REMOTE
EMP000205,7,REMOTE
EMP000206,1,REMOTE
EMP000206,2,OFFICE
EMP000206,3,OFFICE
EMP000206,4,OFFICE
EMP000206,5,REMOTE
EMP000206,6,REMOTE
EMP000206,7,REMOTE
EMP000207,1,OFFICE
EMP000207,2,OFFICE
EMP000207,3,OFFICE
EMP000207,4,OFFICE
EMP000207,5,OFFICE
EMP000207,6,REMOTE
EMP000207,7,REMOTE
EMP000208,1,REMOTE
EMP000208,2,OFFICE
EMP000208,3,OFFICE
EMP000208,4,OFFICE
EMP000208,5,FLEX
EMP000208,6,REMOTE
EMP000208,7,REMOTE
EMP000209,1,FLEX
EMP000209,2,OFFICE
EMP000209,3,OFFICE
EMP000209,4,OFFICE
EMP000209,5,REMOTE
EMP000209,6,REMOTE
EMP000209,7,REMOTE
EMP000210,1,OFFICE
EMP000210,2,OFFICE
EMP000210,3,OFFICE
EMP000210,4,OFFICE
EMP000210,5,OFFICE
EMP000210,6,REMOTE
EMP000210,7,REMOTE
EMP000211,1,REMOTE
EMP000211,2,OFFICE
EMP000211,3,OFFICE
EMP000211,4,OFFICE
EMP000211,5,REMOTE
EMP000211,6,REMOTE
EMP000211,7,REMOTE
EMP000212,1,REMOTE
EMP000212,2,OFFICE
EMP000212,3,OFFICE
EMP000212,4,OFFICE
EMP000212,5,REMOTE
EMP000212,6,REMOTE
EMP000212,7,REMOTE
EMP000213,1,REMOTE
EMP000213,2,REMOTE
EMP000213,3,REMOTE
EMP000213,4,REMOTE
EMP000213,5,REMOTE
EMP000213,6,REMOTE
EMP000213,7,REMOTE
EMP000214,1,REMOTE
EMP000214,2,REMOTE
EMP000214,3,REMOTE
EMP000214,4,REMOTE
EMP000214,5,REMOTE
EMP000214,6,REMOTE
EMP000214,7,REMOTE
EMP000215,1,REMOTE
EMP000215,2,OFFICE
EMP000215,3,OFFICE
EMP000215,4,OFFICE
EMP000215,5,REMOTE
EMP000215,6,REMOTE
EMP000215,7,REMOTE
EMP000216,1,REMOTE
EMP000216,2,OFFICE
EMP000216,3,OFFICE
EMP000216,4,OFFICE
EMP000216,5,REMOTE
EMP000216,6,REMOTE
EMP000216,7,REMOTE
EMP000217,1,OFFICE
EMP000217,2,OFFICE
EMP000217,3,OFFICE
EMP000217,4,OFFICE
EMP000217,5,OFFICE
EMP000217,6,REMOTE
EMP000217,7,REMOTE
EMP000218,1,REMOTE
EMP000218,2,OFFICE
EMP000218,3,OFFICE
EMP000218,4,OFFICE
EMP000218,5,REMOTE
EMP000218,6,REMOTE
EMP000218,7,REMOTE
EMP000219,1,REMOTE
EMP000219,2,OFFICE
EMP000219,3,OFFICE
EMP000219,4,OFFICE
EMP000219,5,REMOTE
EMP000219,6,REMOTE
EMP000219,7,REMOTE
EMP000220,1,REMOTE
EMP000220,2,OFFICE
EMP000220,3,OFFICE
EMP000220,4,OFFICE
EMP000220,5,REMOTE
EMP000220,6,REMOTE
EMP000220,7,REMOTE
EMP000221,1,REMOTE
EMP000221,2,REMOTE
EMP000221,3,REMOTE
EMP000221,4,REMOTE
EMP000221,5,REMOTE
EMP000221,6,REMOTE
EMP000221,7,REMOTE
EMP000222,1,REMOTE
EMP000222,2,OFFICE
EMP000222,3,OFFICE
EMP000222,4,OFFICE
EMP000222,5,REMOTE
EMP000222,6,REMOTE
EMP000222,7,REMOTE
EMP000223,1,REMOTE
EMP000223,2,OFFICE
EMP000223,3,OFFICE
EMP000223,4,OFFICE
EMP000223,5,REMOTE
EMP000223,6,REMOTE
EMP000223,7,REMOTE
EMP000224,1,OFFICE
EMP000224,2,OFFICE
EMP000224,3,OFFICE
EMP000224,4,OFFICE
EMP000224,5,OFFICE
EMP000224,6,REMOTE
EMP000224,7,REMOTE
EMP000225,1,REMOTE
EMP000225,2,REMOTE
EMP000225,3,REMOTE
EMP000225,4,REMOTE
EMP000225,5,REMOTE
EMP000225,6,REMOTE
EMP000225,7,REMOTE
EMP000226,1,REMOTE
EMP000226,2,OFFICE
EMP000226,3,OFFICE
EMP000226,4,OFFICE
EMP000226,5,REMOTE
EMP000226,6,REMOTE
EMP000226,7,REMOTE
EMP000227,1,FLEX
EMP000227,2,OFFICE
EMP000227,3,OFFICE
EMP000227,4,OFFICE
EMP000227,5,REMOTE
EMP000227,6,REMOTE
EMP000227,7,REMOTE
EMP000228,1,REMOTE
EMP000228,2,REMOTE
EMP000228,3,REMOTE
EMP000228,4,REMOTE
EMP000228,5,REMOTE
EMP000228,6,REMOTE
EMP000228,7,REMOTE
EMP000229,1,OFFICE
EMP000229,2,OFFICE
EMP000229,3,OFFICE
EMP000229,4,OFFICE
EMP000229,5,OFFICE
EMP000229,6,REMOTE
EMP000229,7,REMOTE
EMP000230,1,FLEX
EMP000230,2,OFFICE
EMP000230,3,OFFICE
EMP000230,4,OFFICE
EMP000230,5,REMOTE
EMP000230,6,REMOTE
EMP000230,7,REMOTE
EMP000231,1,REMOTE
EMP000231,2,OFFICE
EMP000231,3,OFFICE
EMP000231,4,OFFICE
EMP000231,5,REMOTE
EMP000231,6,REMOTE
EMP000231,7,REMOTE
EMP000232,1,REMOTE
EMP000232,2,REMOTE
EMP000232,3,REMOTE
EMP000232,4,REMOTE
EMP000232,5,REMOTE
EMP000232,6,REMOTE
EMP000232,7,REMOTE
EMP000233,1,REMOTE
EMP000233,2,REMOTE
EMP000233,3,REMOTE
EMP000233,4,REMOTE
EMP000233,5,REMOTE
EMP000233,6,REMOTE
EMP000233,7,REMOTE
EMP000234,1,REMOTE
EMP000234,2,OFFICE
EMP000234,3,OFFICE
EMP000234,4,OFFICE
EMP000234,5,REMOTE
EMP000234,6,REMOTE
EMP000234,7,REMOTE
EMP000235,1,REMOTE
EMP000235,2,OFFICE
EMP000235,3,OFFICE
EMP000235,4,OFFICE
EMP000235,5,REMOTE
EMP000235,6,REMOTE
EMP000235,7,REMOTE
EMP000236,1,OFFICE
EMP000236,2,OFFICE
EMP000236,3,OFFICE
EMP000236,4,OFFICE
EMP000236,5,OFFICE
EMP000236,6,REMOTE
EMP000236,7,REMOTE
EMP000237,1,OFFICE
EMP000237,2,OFFICE
EMP000237,3,OFFICE
EMP000237,4,OFFICE
EMP000237,5,OFFICE
EMP000237,6,REMOTE
EMP000237,7,REMOTE
EMP000238,1,FLEX
EMP000238,2,OFFICE
EMP000238,3,OFFICE
EMP000238,4,OFFICE
EMP000238,5,REMOTE
EMP000238,6,REMOTE
EMP000238,7,REMOTE
EMP000239,1,REMOTE
EMP000239,2,REMOTE
EMP000239,3,REMOTE
EMP000239,4,REMOTE
EMP000239,5,REMOTE
EMP000239,6,REMOTE
EMP000239,7,REMOTE
EMP000240,1,OFFICE
EMP000240,2,OFFICE
EMP000240,3,OFFICE
EMP000240,4,OFFICE
EMP000240,5,OFFICE
EMP000240,6,REMOTE
EMP000240,7,REMOTE
EMP000241,1,OFFICE
EMP000241,2,OFFICE
EMP000241,3,OFFICE
EMP000241,4,OFFICE
EMP000241,5,OFFICE
EMP000241,6,REMOTE
EMP000241,7,REMOTE
EMP000242,1,REMOTE
EMP000242,2,OFFICE
EMP000242,3,OFFICE
EMP000242,4,OFFICE
EMP000242,5,FLEX
EMP000242,6,REMOTE
EMP000242,7,REMOTE
EMP000243,1,REMOTE
EMP000243,2,REMOTE
EMP000243,3,REMOTE
EMP000243,4,REMOTE
EMP000243,5,REMOTE
EMP000243,6,REMOTE
EMP000243,7,REMOTE
EMP000244,1,OFFICE
EMP000244,2,OFFICE
EMP000244,3,OFFICE
EMP000244,4,OFFICE
EMP000244,5,OFFICE
EMP000244,6,REMOTE
EMP000244,7,REMOTE
EMP000245,1,FLEX
EMP000245,2,OFFICE
EMP000245,3,OFFICE
EMP000245,4,OFFICE
EMP000245,5,REMOTE
EMP000245,6,REMOTE
EMP000245,7,REMOTE
EMP000246,1,REMOTE
EMP000246,2,OFFICE
EMP000246,3,OFFICE
EMP000246,4,OFFICE
EMP000246,5,REMOTE
EMP000246,6,REMOTE
EMP000246,7,REMOTE
EMP000247,1,FLEX
EMP000247,2,OFFICE
EMP000247,3,OFFICE
EMP000247,4,OFFICE
EMP000247,5,REMOTE
EMP000247,6,REMOTE
EMP000247,7,REMOTE
EMP000248,1,OFFICE
EMP000248,2,OFFICE
EMP000248,3,OFFICE
EMP000248,4,OFFICE
EMP000248,5,OFFICE
EMP000248,6,REMOTE
EMP000248,7,REMOTE
EMP000249,1,OFFICE
EMP000249,2,OFFICE
EMP000249,3,OFFICE
EMP000249,4,OFFICE
EMP000249,5,OFFICE
EMP000249,6,REMOTE
EMP000249,7,REMOTE
EMP000250,1,REMOTE
EMP000250,2,OFFICE
EMP000250,3,OFFICE
EMP000250,4,OFFICE
EMP000250,5,REMOTE
EMP000250,6,REMOTE
EMP000250,7,REMOTE
EMP000251,1,REMOTE
EMP000251,2,OFFICE
EMP000251,3,OFFICE
EMP000251,4,OFFICE
EMP000251,5,REMOTE
EMP000251,6,REMOTE
EMP000251,7,REMOTE
EMP000252,1,REMOTE
EMP000252,2,OFFICE
EMP000252,3,OFFICE
EMP000252,4,OFFICE
EMP000252,5,FLEX
EMP000252,6,REMOTE
EMP000252,7,REMOTE
EMP000253,1,OFFICE
EMP000253,2,OFFICE
EMP000253,3,OFFICE
EMP000253,4,OFFICE
EMP000253,5,OFFICE
EMP000253,6,REMOTE
EMP000253,7,REMOTE
EMP000254,1,REMOTE
EMP000254,2,OFFICE
EMP000254,3,OFFICE
EMP000254,4,OFFICE
EMP000254,5,REMOTE
EMP000254,6,REMOTE
EMP000254,7,REMOTE
EMP000255,1,OFFICE
EMP000255,2,OFFICE
EMP000255,3,OFFICE
EMP000255,4,OFFICE
EMP000255,5,OFFICE
EMP000255,6,REMOTE
EMP000255,7,REMOTE
EMP000256,1,OFFICE
EMP000256,2,OFFICE
EMP000256,3,OFFICE
EMP000256,4,OFFICE
EMP000256,5,OFFICE
EMP000256,6,REMOTE
EMP000256,7,REMOTE
EMP000257,1,OFFICE
EMP000257,2,OFFICE
EMP000257,3,OFFICE
EMP000257,4,OFFICE
EMP000257,5,OFFICE
EMP000257,6,REMOTE
EMP000257,7,REMOTE
EMP000258,1,REMOTE
EMP000258,2,OFFICE
EMP000258,3,OFFICE
EMP000258,4,OFFICE
EMP000258,5,FLEX
EMP000258,6,REMOTE
EMP000258,7,REMOTE
EMP000259,1,REMOTE
EMP000259,2,OFFICE
EMP000259,3,OFFICE
EMP000259,4,OFFICE
EMP000259,5,REMOTE
EMP000259,6,REMOTE
EMP000259,7,REMOTE
EMP000260,1,REMOTE
EMP000260,2,OFFICE
EMP000260,3,OFFICE
EMP000260,4,OFFICE
EMP000260,5,FLEX
EMP000260,6,REMOTE
EMP000260,7,REMOTE
EMP000261,1,FLEX
EMP000261,2,OFFICE
EMP000261,3,OFFICE
EMP000261,4,OFFICE
EMP000261,5,REMOTE
EMP000261,6,REMOTE
EMP000261,7,REMOTE
EMP000262,1,REMOTE
EMP000262,2,OFFICE
EMP000262,3,OFFICE
EMP000262,4,OFFICE
EMP000262,5,REMOTE
EMP000262,6,REMOTE
EMP000262,7,REMOTE
EMP000263,1,OFFICE
EMP000263,2,OFFICE
EMP000263,3,OFFICE
EMP000263,4,OFFICE
EMP000263,5,OFFICE
EMP000263,6,REMOTE
EMP000263,7,REMOTE
EMP000264,1,REMOTE
EMP000264,2,REMOTE
EMP000264,3,REMOTE
EMP000264,4,REMOTE
EMP000264,5,REMOTE
EMP000264,6,REMOTE
EMP000264,7,REMOTE
EMP000265,1,OFFICE
EMP000265,2,OFFICE
EMP000265,3,OFFICE
EMP000265,4,OFFICE
EMP000265,5,OFFICE
EMP000265,6,REMOTE
EMP000265,7,REMOTE
EMP000266,1,OFFICE
EMP000266,2,OFFICE
EMP000266,3,OFFICE
EMP000266,4,OFFICE
EMP000266,5,OFFICE
EMP000266,6,REMOTE
EMP000266,7,REMOTE
EMP000267,1,OFFICE
EMP000267,2,OFFICE
EMP000267,3,OFFICE
EMP000267,4,OFFICE
EMP000267,5,OFFICE
EMP000267,6,REMOTE
EMP000267,7,REMOTE
EMP000268,1,OFFICE
EMP000268,2,OFFICE
EMP000268,3,OFFICE
EMP000268,4,OFFICE
EMP000268,5,OFFICE
EMP000268,6,REMOTE
EMP000268,7,REMOTE
EMP000269,1,REMOTE
EMP000269,2,REMOTE
EMP000269,3,REMOTE
EMP000269,4,REMOTE
EMP000269,5,REMOTE
EMP000269,6,REMOTE
EMP000269,7,REMOTE
EMP000270,1,REMOTE
EMP000270,2,OFFICE
EMP000270,3,OFFICE
EMP000270,4,OFFICE
EMP000270,5,REMOTE
EMP000270,6,REMOTE
EMP000270,7,REMOTE
EMP000271,1,OFFICE
EMP000271,2,OFFICE
EMP000271,3,OFFICE
EMP000271,4,OFFICE
EMP000271,5,OFFICE
EMP000271,6,REMOTE
EMP000271,7,REMOTE
EMP000272,1,OFFICE
EMP000272,2,OFFICE
EMP000272,3,OFFICE
EMP000272,4,OFFICE
EMP000272,5,OFFICE
EMP000272,6,REMOTE
EMP000272,7,REMOTE
EMP000273,1,OFFICE
EMP000273,2,OFFICE
EMP000273,3,OFFICE
EMP000273,4,OFFICE
EMP000273,5,OFFICE
EMP000273,6,REMOTE
EMP000273,7,REMOTE
EMP000274,1,REMOTE
EMP000274,2,REMOTE
EMP000274,3,REMOTE
EMP000274,4,REMOTE
EMP000274,5,REMOTE
EMP000274,6,REMOTE
EMP000274,7,REMOTE
EMP000275,1,OFFICE
EMP000275,2,OFFICE
EMP000275,3,OFFICE
EMP000275,4,OFFICE
EMP000275,5,OFFICE
EMP000275,6,REMOTE
EMP000275,7,REMOTE
EMP000276,1,REMOTE
EMP000276,2,OFFICE
EMP000276,3,OFFICE
EMP000276,4,OFFICE
EMP000276,5,REMOTE
EMP000276,6,REMOTE
EMP000276,7,REMOTE
EMP000277,1,OFFICE
EMP000277,2,OFFICE
EMP000277,3,OFFICE
EMP000277,4,OFFICE
EMP000277,5,OFFICE
EMP000277,6,REMOTE
EMP000277,7,REMOTE
EMP000278,1,REMOTE
EMP000278,2,OFFICE
EMP000278,3,OFFICE
EMP000278,4,OFFICE
EMP000278,5,REMOTE
EMP000278,6,REMOTE
EMP000278,7,REMOTE
EMP000279,1,REMOTE
EMP000279,2,OFFICE
EMP000279,3,OFFICE
EMP000279,4,OFFICE
EMP000279,5,REMOTE
EMP000279,6,REMOTE
EMP000279,7,REMOTE
EMP000280,1,REMOTE
EMP000280,2,OFFICE
EMP000280,3,OFFICE
EMP000280,4,OFFICE
EMP000280,5,REMOTE
EMP000280,6,REMOTE
EMP000280,7,REMOTE
EMP000281,1,OFFICE
EMP000281,2,OFFICE
EMP000281,3,OFFICE
EMP000281,4,OFFICE
EMP000281,5,OFFICE
EMP000281,6,REMOTE
EMP000281,7,REMOTE
EMP000282,1,REMOTE
EMP000282,2,OFFICE
EMP000282,3,OFFICE
EMP000282,4,OFFICE
EMP000282,5,REMOTE
EMP000282,6,REMOTE
EMP000282,7,REMOTE
EMP000283,1,REMOTE
EMP000283,2,OFFICE
EMP000283,3,OFFICE
EMP000283,4,OFFICE
EMP000283,5,REMOTE
EMP000283,6,REMOTE
EMP000283,7,REMOTE
EMP000284,1,REMOTE
EMP000284,2,OFFICE
EMP000284,3,OFFICE
EMP000284,4,OFFICE
EMP000284,5,REMOTE
EMP000284,6,REMOTE
EMP000284,7,REMOTE
EMP000285,1,REMOTE
EMP000285,2,OFFICE
EMP000285,3,OFFICE
EMP000285,4,OFFICE
EMP000285,5,REMOTE
EMP000285,6,REMOTE
EMP000285,7,REMOTE
EMP000286,1,REMOTE
EMP000286,2,REMOTE
EMP000286,3,REMOTE
EMP000286,4,REMOTE
