sensor_id,sensor_type,target_type,target_id,floor_id,zone_id,metrics
SEN_RM_000006,ROOM_COUNT,ROOM,ROOM_BLD01_F01_006,BLD01_F01,BLD01_F01_ZMTG,
SEN_RM_000007,ROOM_COUNT,ROOM,ROOM_BLD01_F01_007,BLD01_F01,BLD01_F01_ZMTG,
SEN_RM_000008,ROOM_COUNT,ROOM,ROOM_BLD01_F01_008,BLD01_F01,BLD01_F01_ZMTG,
SEN_RM_000009,ROOM_COUNT,ROOM,ROOM_BLD01_F01_009,BLD01_F01,BLD01_F01_ZMTG,
SEN_RM_000010,ROOM_COUNT,ROOM,AREA_BLD01_F01_CAF,BLD01_F01,BLD01_F01_ZCOM,
SEN_RM_000011,ROOM_COUNT,ROOM,AREA_BLD01_F01_LOU,BLD01_F01,BLD01_F01_ZCOM,
SEN_ENV_000001,ENVIRONMENT,ZONE,BLD01_F01_ZLOB,BLD01_F01,BLD01_F01_ZLOB,"[""TEMPERATURE"", ""HUMIDITY"", ""CO2"", ""LIGHT"", ""NOISE""]"
SEN_ENV_000002,ENVIRONMENT,ZONE,BLD01_F01_ZA,BLD01_F01,BLD01_F01_ZA,"[""TEMPERATURE"", ""HUMIDITY"", ""CO2"", ""LIGHT"", ""NOISE""]"
SEN_ENV_000003,ENVIRONMENT,ZONE,BLD01_F01_ZB,BLD01_F01,BLD01_F01_ZB,"[""TEMPERATURE"", ""HUMIDITY"", ""CO2"", ""LIGHT"", ""NOISE""]"
SEN_ENV_000004,ENVIRONMENT,ZONE,BLD01_F01_ZC,BLD01_F01,BLD01_F01_ZC,"[""TEMPERATURE"", ""HUMIDITY"", ""CO2"", ""LIGHT"", ""NOISE""]"
SEN_ENV_000005,ENVIRONMENT,ZONE,BLD01_F01_ZD,BLD01_F01,BLD01_F01_ZD,"[""TEMPERATURE"", ""HUMIDITY"", ""CO2"", ""LIGHT"", ""NOISE""]"
SEN_ENV_000006,ENVIRONMENT,ZONE,BLD01_F01_ZMTG,BLD01_F01,BLD01_F01_ZMTG,"[""TEMPERATURE"", ""HUMIDITY"", ""CO2"", ""LIGHT"", ""NOISE""]"
SEN_ENV_000007,ENVIRONMENT,ZONE,BLD01_F01_ZCOM,BLD01_F01,BLD01_F01_ZCOM,"[""TEMPERATURE"", ""HUMIDITY"", ""CO2"", ""LIGHT"", ""NOISE""]"
SEN_DSK_000201,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0201,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000202,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0202,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000203,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0203,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000204,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0204,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000205,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0205,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000206,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0206,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000207,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0207,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000208,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0208,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000209,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0209,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000210,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0210,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000211,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0211,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000212,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0212,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000213,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0213,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000214,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0214,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000215,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0215,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000216,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0216,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000217,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0217,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000218,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0218,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000219,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0219,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000220,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0220,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000221,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0221,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000222,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0222,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000223,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0223,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000224,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0224,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000225,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0225,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000226,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0226,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000227,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0227,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000228,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0228,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000229,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0229,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000230,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0230,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000231,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0231,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000232,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0232,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000233,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0233,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000234,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0234,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000235,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0235,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000236,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0236,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000237,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0237,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000238,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0238,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000239,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0239,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000240,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0240,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000241,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0241,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000242,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0242,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000243,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0243,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000244,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0244,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000245,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0245,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000246,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0246,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000247,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0247,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000248,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0248,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000249,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0249,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000250,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0250,BLD01_F02,BLD01_F02_ZA,
SEN_DSK_000251,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0251,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000252,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0252,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000253,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0253,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000254,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0254,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000255,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0255,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000256,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0256,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000257,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0257,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000258,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0258,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000259,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0259,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000260,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0260,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000261,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0261,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000262,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0262,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000263,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0263,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000264,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0264,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000265,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0265,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000266,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0266,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000267,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0267,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000268,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0268,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000269,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0269,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000270,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0270,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000271,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0271,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000272,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0272,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000273,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0273,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000274,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0274,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000275,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0275,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000276,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0276,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000277,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0277,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000278,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0278,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000279,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0279,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000280,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0280,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000281,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0281,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000282,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0282,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000283,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0283,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000284,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0284,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000285,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0285,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000286,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0286,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000287,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0287,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000288,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0288,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000289,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0289,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000290,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0290,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000291,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0291,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000292,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0292,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000293,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0293,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000294,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0294,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000295,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0295,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000296,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0296,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000297,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0297,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000298,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0298,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000299,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0299,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000300,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0300,BLD01_F02,BLD01_F02_ZB,
SEN_DSK_000301,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0301,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000302,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0302,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000303,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0303,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000304,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0304,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000305,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0305,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000306,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0306,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000307,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0307,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000308,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0308,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000309,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0309,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000310,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0310,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000311,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0311,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000312,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0312,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000313,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0313,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000314,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0314,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000315,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0315,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000316,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0316,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000317,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0317,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000318,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0318,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000319,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0319,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000320,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0320,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000321,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0321,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000322,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0322,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000323,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0323,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000324,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0324,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000325,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0325,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000326,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0326,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000327,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0327,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000328,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0328,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000329,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0329,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000330,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0330,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000331,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0331,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000332,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0332,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000333,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0333,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000334,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0334,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000335,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0335,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000336,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0336,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000337,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0337,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000338,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0338,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000339,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0339,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000340,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0340,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000341,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0341,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000342,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0342,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000343,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0343,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000344,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0344,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000345,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0345,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000346,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0346,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000347,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0347,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000348,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0348,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000349,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0349,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000350,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0350,BLD01_F02,BLD01_F02_ZC,
SEN_DSK_000351,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0351,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000352,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0352,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000353,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0353,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000354,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0354,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000355,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0355,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000356,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0356,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000357,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0357,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000358,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0358,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000359,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0359,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000360,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0360,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000361,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0361,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000362,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0362,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000363,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0363,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000364,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0364,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000365,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0365,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000366,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0366,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000367,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0367,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000368,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0368,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000369,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0369,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000370,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0370,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000371,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0371,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000372,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0372,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000373,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0373,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000374,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0374,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000375,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0375,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000376,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0376,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000377,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0377,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000378,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0378,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000379,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0379,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000380,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0380,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000381,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0381,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000382,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0382,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000383,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0383,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000384,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0384,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000385,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0385,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000386,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0386,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000387,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0387,BLD01_F02,BLD01_F02_ZD,
SEN_DSK_000388,DESK_OCCUPANCY,WORKSPACE,DESK_BLD01_F02_0388,BLD01_F02,BLD01_F02_ZD,
